date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5
2016-01-11 20:00:00,80,30,20.89,51.19333333,20.2,46.33,20.2,48.19333333,18.96333333,48.63,17.2,57.06
2016-01-11 20:10:00,140,40,20.89,49.8,20.2,46.02666667,20.16666667,47.63333333,19.03333333,49.5,17.59333333,70.72666667
2016-01-11 20:20:00,120,20,20.89,48.43333333,20.2,45.7225,20.16666667,47.3,19.175,49.9475,18.06666667,79
2016-01-11 20:30:00,190,40,20.96333333,47.63333333,20.26,45.53,20.2,47.02666667,19.26,49.69666667,17.66666667,79.73
2016-01-11 20:40:00,110,40,21.03333333,47.06333333,20.29,45.22333333,20.26,46.82666667,19.32333333,49.16666667,17.6,79.25666667
2016-01-11 20:50:00,110,40,21.1,46.59666667,20.35666667,44.96333333,20.29,46.63333333,19.39,48.42666667,17.56666667,78.39333333
2016-01-11 21:00:00,110,30,21.13333333,46.06,20.42666667,44.76,20.29,46.43333333,19.39,48.19333333,17.76,82.46
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,20.39,46.22333333,19.39,47.8,18.35666667,82.59
2016-01-11 21:20:00,100,30,21.29,45.9,20.53333333,45.09,20.39,46.09,19.39,47.56,18.35666667,70.99
2016-01-11 21:30:00,100,20,21.35666667,45.82666667,20.66666667,45.16333333,20.39,46.09,19.39,47.5,18.6,62.43
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.42666667,47.99333333,18.66666667,59.03
2016-01-11 21:50:00,100,20,21.5,45.33333333,20.7,44.93333333,20.39,46.06,19.56666667,48.46666667,18.82333333,56.72666667
2016-01-11 22:00:00,110,20,21.5,45.12666667,20.79,44.63333333,20.39,46,19.66666667,48.09333333,18.96333333,55.33333333
2016-01-11 22:10:00,400,20,21.53333333,44.96666667,20.79,44.36,20.42666667,45.93333333,19.6,47.5,19.03333333,54.09333333
2016-01-11 22:20:00,400,20,21.6,44.76666667,20.89,44.22333333,20.5,45.93333333,19.69666667,47.62666667,19.1,53.36666667
2016-01-11 22:30:00,390,30,21.6,44.56,20.96333333,43.96333333,20.5,45.79,20.09666667,47.56666667,19.15833333,52.4725
2016-01-11 22:40:00,240,20,21.6,44.36,21,43.83333333,20.5,45.73,20.59666667,47.22333333,19.2,51.99
2016-01-11 22:50:00,60,20,21.6,44.2,21,43.7,20.5,45.59,20.99666667,47.03,19.2225,51.52
2016-01-11 23:00:00,60,20,21.6,44.2,21,43.59,20.4175,45.545,21.16666667,46.52666667,19.29,51.23
2016-01-11 23:10:00,60,20,21.6,44.2,21,43.59,20.39,45.66333333,21.03333333,46.4,19.29,51.06
2016-01-11 23:20:00,50,10,21.6,44.2,21,43.7,20.29,45.73,20.96333333,46.43333333,19.29,50.93333333
2016-01-11 23:30:00,70,20,21.5,44.23,20.92666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.86333333
2016-01-11 23:40:00,60,20,21.5,44.36333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79
2016-01-11 23:50:00,40,20,21.39,44.43333333,20.79,43.79,20.23,45.65666667,20.7,46.79,19.2,50.66333333
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.86333333,20.2,45.66333333,20.63333333,46.79,19.2,50.53
2016-01-12 00:10:00,30,20,21.29,44.82666667,20.7,44,20.2,45.59,20.56666667,46.93333333,19.2,50.5
2016-01-12 00:20:00,40,20,21.29,44.96666667,20.63333333,44,20.16666667,45.5,20.5,47.13333333,19.2,50.43333333
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.16666667,50.36333333
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.42666667,47.23,19.1,50.29
2016-01-12 00:50:00,380,20,21.16666667,45.23,20.5,44.12666667,20.1,45.5,20.46,47.36,19.06666667,50.26
2016-01-12 01:00:00,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.79333333,47.56,19,50.12666667
2016-01-12 01:10:00,370,20,21,45.4,20.39,44.2,20.1,45.59,21.26333333,47.46666667,19,50.09
2016-01-12 01:20:00,120,10,21,45.59,20.39,44.26,20.1,45.59,21.59666667,47.4,19,50.03
2016-01-12 01:30:00,50,0,20.92666667,45.59,20.29,44.29,20.16666667,45.53,21.89,46.96666667,19,50.03
2016-01-12 01:40:00,40,0,20.89,45.66666667,20.23,44.29,20.13333333,45.5,21.82333333,46.22666667,18.92666667,50.09
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.66666667,46.06,18.89,50.09
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.46666667,20.16666667,45.5,21.53333333,45.93333333,18.89,50.1725
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.35666667,45.9,18.89,50.2
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,20.13333333,45.4,21.23,45.9,18.79,50.09
2016-01-12 02:30:00,50,0,20.7,46.2,20,44.43333333,20.2,45.5,21.06666667,45.9,18.79,50.09
2016-01-12 02:40:00,40,0,20.6,46.2,20,44.5,20.2,45.5,20.92666667,45.9,18.79,50.09
2016-01-12 02:50:00,40,0,20.6,46.12666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09
2016-01-12 03:00:00,30,0,20.56666667,46.06666667,19.89,44.59,20.2,45.4,20.66666667,46,18.7,50.09
2016-01-12 03:10:00,20,0,20.5,46.2,19.82333333,44.53,20.29,45.46666667,20.53333333,46,18.7,50.09
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09
2016-01-12 03:30:00,40,0,20.42666667,46.23,19.79,44.53,20.2,45.4,20.39,46.16333333,18.63333333,50.03
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50
2016-01-12 03:50:00,50,0,20.39,46.36333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50
2016-01-12 04:10:00,50,0,20.29,46.545,19.63333333,44.62666667,20.29,45.5,20.03333333,46.29,18.53333333,50
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50
2016-01-12 04:30:00,40,0,20.2,46.43333333,19.6,44.59,20.29,45.5,19.92666667,46.46666667,18.5,50
2016-01-12 04:40:00,40,0,20.2,46.56,19.56666667,44.7,20.29,45.56,19.85666667,46.46666667,18.5,50
2016-01-12 04:50:00,60,0,20.16666667,46.36333333,19.5,44.7,20.29,45.59,19.79,46.46666667,18.5,50
2016-01-12 05:00:00,50,0,20.1,46.36333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50
2016-01-12 05:10:00,50,0,20.1,46.5,19.42666667,44.73,20.29,45.59,19.7,46.66333333,18.4725,49.975
2016-01-12 05:20:00,40,0,20.03333333,46.36,19.39,44.73,20.29,45.59,19.66666667,46.66333333,18.39,49.9
2016-01-12 05:30:00,40,0,20,46.29,19.39,44.79,20.35666667,45.59,19.6,46.59,18.39,49.9
2016-01-12 05:40:00,40,0,20,46.29,19.39,44.79,20.39,45.59,19.6,46.62666667,18.39,49.9
2016-01-12 05:50:00,40,0,20,46.23,19.39,44.79,20.32333333,45.59,19.6,46.7,18.39,49.9
2016-01-12 06:00:00,50,0,19.92666667,46.23,19.29,44.9,20.32333333,45.59,19.5,46.7,18.39,49.9
2016-01-12 06:10:00,70,10,19.89,46.23,19.29,44.925,20.32333333,45.59,19.5,46.7,18.35666667,49.93333333
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45,20.29,45.59,19.42666667,46.7,18.29,50
2016-01-12 06:30:00,30,0,19.89,46.62666667,19.29,45.12666667,20.29,45.59,19.39,46.7,18.29,50.12666667
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2
2016-01-12 06:50:00,30,0,19.89,46.86333333,19.2,45.245,20.29,45.43333333,19.29,46.79,18.29,50.23
2016-01-12 07:00:00,40,10,19.82333333,46.86333333,19.2,45.36333333,20.2,45.29,19.29,46.79,18.29,50.29
2016-01-12 07:10:00,50,10,19.85666667,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.42666667
2016-01-12 07:20:00,60,20,19.79,46.79,19.2,45.32666667,20.16666667,45.29,19.29,46.59666667,18.23,50.83333333
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.29666667,18.2,51.26666667
2016-01-12 07:40:00,70,20,19.79,47.42666667,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.52666667
2016-01-12 07:50:00,60,30,19.79,48.36666667,19.1,45,20.1,45.29,19.16666667,45.96666667,18.1,51.82666667
2016-01-12 08:00:00,140,20,19.79,48.66666667,19.1,45,20.2,45.29,19.16666667,45.9,18.1,51.96666667
2016-01-12 08:10:00,110,30,19.79,48.53333333,19.06666667,45.06,20.13333333,45.29,19.2,45.76,18.1,52.12666667
2016-01-12 08:20:00,90,10,19.89,50,19.02222222,45.04444444,20.15,45.245,19.2,45.62666667,18.03333333,52.2
2016-01-12 08:30:00,60,0,19.89,48.73333333,19.1,45.2,20.1,45.2,19.1,45.52666667,18.05,52.4
2016-01-12 08:40:00,60,0,19.89,48.02666667,19.03333333,45.12666667,20.1,45.2,19.1,45.4,18,52.5
2016-01-12 08:50:00,60,0,19.89,47.63333333,19,45.09,20.1,45.2,19.1,45.36333333,18,52.56
2016-01-12 09:00:00,50,0,19.85666667,47.06333333,19,45.03,20.1,45.2,19.1,45.23,18,52.79
2016-01-12 09:10:00,60,0,19.79,46.65666667,19,44.96666667,20.1,45.16333333,19.1,45.09,17.92666667,52.79
2016-01-12 09:20:00,50,0,19.79,46.33333333,19,44.82666667,20.1,45.09,19.1,44.96666667,17.89,52.76
2016-01-12 09:30:00,30,0,19.79,46.06666667,19,44.645,20.1,45.16333333,19.03333333,44.76666667,17.89,52.03333333
2016-01-12 09:40:00,40,0,19.76,45.86333333,18.96333333,44.56,20.03333333,44.96333333,19,44.66333333,18,50.9
2016-01-12 09:50:00,30,0,19.7,45.79,18.96333333,44.43333333,20,44.9,19.06666667,44.59,18,50.42666667
2016-01-12 10:00:00,260,0,19.7,45.66333333,18.89,44.29,20,44.9,19.1,44.69333333,18,49.93
2016-01-12 10:10:00,500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.16666667,45.02666667,18,49.65666667
2016-01-12 10:20:00,450,0,19.73,47.79333333,18.92666667,44.23,19.89,44.9,19.36,45.36,18,49.5
2016-01-12 10:30:00,50,10,19.79,48.79333333,19,44.36333333,19.89,44.86333333,19.69333333,45.56,18,49.56
2016-01-12 10:40:00,60,0,19.89,47.94,19.03333333,44.56666667,19.96333333,44.86333333,20,45.13333333,18.03333333,49.62666667
2016-01-12 10:50:00,60,0,19.89,47.16,19.03333333,44.56666667,19.92666667,44.79,20.06666667,44.86,18.1,49.56666667
2016-01-12 11:00:00,50,0,19.89,46.76666667,19.03333333,44.5,20,44.79,20.13333333,44.7,18.03333333,49.32666667
2016-01-12 11:10:00,50,0,20,46.29666667,19.1,44.5,20,44.79,20.2,44.62666667,18.1,49.32666667
2016-01-12 11:20:00,50,0,20,45.96333333,19.1,44.46666667,19.92666667,44.79,20.2,44.59,18.1,49.26
2016-01-12 11:30:00,60,0,20,46.22333333,19.1,44.4,19.945,44.79,20.13333333,44.46333333,18.1,49.12666667
2016-01-12 11:40:00,60,0,20,45.96333333,19.1,44.29,19.89,44.76,20.1,44.16333333,18.1,49.09
2016-01-12 11:50:00,60,0,20,45.72333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49
2016-01-12 12:00:00,60,0,20,45.66333333,19.2,44.2,19.96333333,44.7,20.03333333,43.9,18.1,48.93333333
2016-01-12 12:10:00,190,0,20.03333333,45.5,19.2,44.12666667,19.96333333,44.7,20.03333333,43.69333333,18.06666667,49
2016-01-12 12:20:00,220,0,20.1,45.69333333,19.2,43.9,20,44.79,20,43.845,18,49.4
2016-01-12 12:30:00,170,0,20.1,45.4,19.2,43.9,20,44.79,20,43.82666667,17.96333333,49.89
2016-01-12 12:40:00,390,0,20.1,45.32666667,19.2,43.856,19.96333333,44.79,20,43.96666667,17.89,50.22333333
2016-01-12 12:50:00,90,0,20.1,45.32666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398
2016-01-12 13:00:00,60,0,20.16666667,46.99333333,19.2,43.76,19.89,44.79,19.89,44.16333333,17.89,50.56
2016-01-12 13:10:00,290,0,20.1,46.43,19.1,43.8175,19.89,44.79,19.85666667,44.16,17.85666667,50.73
2016-01-12 13:20:00,130,0,20.1,46.03,19.1,43.838125,19.89,44.79,19.85666667,44.02666667,17.85666667,50.86333333
2016-01-12 13:30:00,140,0,20.06666667,45.36333333,19.1,43.745,19.89,44.86333333,19.79,43.86333333,17.79,50.93333333
2016-01-12 13:40:00,240,0,20,44.96333333,19.1,43.59555556,19.89,44.82666667,19.73,43.53,17.79,51
2016-01-12 13:50:00,50,0,20,44.76,19.1,43.48888889,19.89,44.9,19.7,43.5,17.79,51
2016-01-12 14:00:00,60,0,20,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51
2016-01-12 14:10:00,60,0,20,44.43333333,19.1,43.334,19.89,44.9,19.7,43.46666667,17.79,51
2016-01-12 14:20:00,60,0,20,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51
2016-01-12 14:30:00,370,0,20,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51
2016-01-12 14:40:00,200,0,20,44.06,19.03333333,43.23,19.945,44.9,19.6,43.12666667,17.79,51
2016-01-12 14:50:00,70,0,20,44.06,19,43.2,19.89,44.9,19.56666667,43.06,17.7,51
2016-01-12 15:00:00,50,0,20,44.09,19,43.12666667,19.89,44.82666667,19.5,43,17.7,51
2016-01-12 15:10:00,40,0,20,44.03,19,43.09,19.89,44.9,19.46333333,43.06,17.7,51
2016-01-12 15:20:00,40,0,19.96333333,43.9,18.92666667,43.09,19.89,44.9,19.39,43,17.7,51
2016-01-12 15:30:00,30,0,19.96333333,43.9,19.03333333,43.06,19.89,44.79,19.445,43.145,17.7,51
2016-01-12 15:40:00,30,0,20,43.86333333,19.1,43,19.89,44.79,19.53333333,43.16333333,17.7,51
2016-01-12 15:50:00,30,0,20.06666667,43.86333333,19.13333333,42.86333333,19.89,44.76,19.6,43.03,17.7,51
2016-01-12 16:00:00,30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.86333333,17.7,51
2016-01-12 16:10:00,40,0,20.1,43.73,19.13636364,42.65,19.89,44.7,19.53333333,42.79,17.7,51.06
2016-01-12 16:20:00,50,0,20.1,43.56,19.13,42.59,19.89,44.76,19.39,42.59,17.66666667,51
2016-01-12 16:30:00,40,0,20.1,43.43333333,19.1,42.59,19.89,44.79,19.39,42.59,17.6,51
2016-01-12 16:40:00,40,0,20.1,43.16333333,19.0375,42.53375,19.82333333,44.73,19.29,42.59,17.6,50.96666667
2016-01-12 16:50:00,40,0,20.1,43.03,19.00769231,42.43,19.79,44.7,19.29,42.59,17.6,50.9
2016-01-12 17:00:00,60,0,20.06666667,42.83333333,19,42.41818182,19.79,44.7,19.26,42.56,17.6,50.9
2016-01-12 17:10:00,60,10,20,42.6725,19,42.43333333,19.79,44.66333333,19.2,42.56,17.6,50.9
2016-01-12 17:20:00,210,20,20,42.53,18.99,42.47181818,19.79,44.59,19.2,42.62666667,17.6,50.79
2016-01-12 17:30:00,380,20,20.03333333,43.49666667,18.90222222,42.58,19.82333333,44.59,19.2,42.76,17.6,50.73
2016-01-12 17:40:00,370,40,20.03333333,42.96333333,18.89,42.56,19.89,44.59,19.36,43.56666667,17.53333333,50.79
2016-01-12 17:50:00,230,30,20,43.16,18.89,42.79666667,19.89,44.59,19.69333333,43.9,17.6,50.79
2016-01-12 18:00:00,80,40,20,43.9,18.85666667,43.4,19.79,44.46666667,20.16333333,43.83333333,17.6,50.745
2016-01-12 18:10:00,90,30,20,43.7,18.85666667,43.46666667,19.79,44.46666667,20.29,43.62666667,17.5,50.82666667
2016-01-12 18:20:00,70,20,20,43.76,18.92666667,43.36333333,19.79,44.4,20.2,43.49,17.5,50.9
2016-01-12 18:30:00,40,10,20.03333333,44,19,43.29,19.79,44.4,20.2,43.09666667,17.5,51
2016-01-12 18:40:00,40,0,20.1,44.26,19.2,43.29,19.89,44.4,20.1,42.845,17.5,51
2016-01-12 18:50:00,30,0,20.1,44.2,19.245,43.245,19.89,44.32666667,19.96333333,42.59,17.5,51.09
2016-01-12 19:00:00,50,0,20.1,44.12666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09
2016-01-12 19:10:00,50,0,20.1,44.06,19.37,42.92,19.79,44.09,19.85666667,42.56,17.5,51
2016-01-12 19:20:00,60,0,20.1,44,19.39,42.9,19.79,44.12666667,19.79,42.5,17.5,51
2016-01-12 19:30:00,50,0,20.1,43.9,19.39,42.76,19.79,44.2,19.76,42.53,17.5,51
2016-01-12 19:40:00,60,0,20.1,43.82666667,19.39,42.7,19.79,44.2,19.7,42.53,17.5,51
2016-01-12 19:50:00,60,0,20.03333333,43.73,19.39,42.66333333,19.79,44.2,19.66666667,42.56,17.5,50.96666667
2016-01-12 20:00:00,60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9
2016-01-12 20:10:00,50,0,20.06666667,43.49,19.35666667,42.5,19.79,44.29,19.6,42.5,17.5,50.86333333
2016-01-12 20:20:00,50,0,20,43.29,19.29,42.43333333,19.79,44.29,19.53333333,42.5,17.5,50.79
2016-01-12 20:30:00,50,0,20,43.145,19.29,42.45,19.79,44.29,19.5,42.5,17.5,50.79
2016-01-12 20:40:00,50,0,20,43.06,19.26,42.46666667,19.79,44.29,19.5,42.5,17.5,50.73
2016-01-12 20:50:00,50,0,19.92666667,43,19.2,42.4,19.79,44.29,19.46333333,42.46666667,17.39,50.59
2016-01-12 21:00:00,60,0,19.89,42.86333333,19.2,42.32666667,19.79,44.29,19.39,42.4,17.39,50.53
2016-01-12 21:10:00,60,0,19.89,42.79,19.2,42.32666667,19.79,44.26,19.39,42.43333333,17.39,50.5
2016-01-12 21:20:00,40,0,19.89,42.7,19.1,42.36333333,19.79,44.2,19.32333333,42.5,17.39,50.46666667
2016-01-12 21:30:00,30,0,19.82333333,42.62666667,19.1,42.29,19.79,44.16333333,19.29,42.5,17.39,50.4
2016-01-12 21:40:00,30,20,19.79,42.59,19.04444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4
2016-01-12 21:50:00,30,10,19.79,42.72333333,19,42.05636364,19.7,44,19.29,42.69,17.39,50.32666667
2016-01-12 22:00:00,40,0,19.76,42.76,19,41.88666667,19.7,44.06,19.29,42.73,17.39,50.29
2016-01-12 22:10:00,50,10,19.7,42.7,19,41.98833333,19.7,44.12666667,19.23,42.79,17.39,50.29
2016-01-12 22:20:00,50,0,19.7,42.7,19,42.06428571,19.7,44.2,19.2,43,17.39,50.32666667
2016-01-12 22:30:00,50,0,19.63333333,42.62666667,18.910625,42.2525,19.73,44.29,19.2,43.13333333,17.39,50.46666667
2016-01-12 22:40:00,40,0,19.66666667,43,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53
2016-01-12 22:50:00,50,0,19.6,43,18.89,42.5,19.79,44.43333333,19.2,43.36333333,17.39,50.66333333
2016-01-12 23:00:00,40,0,19.6,43,18.89,42.645,19.79,44.5,19.13333333,43.4,17.35666667,50.79
2016-01-12 23:10:00,40,0,19.53333333,43,18.80818182,42.7,19.79,44.53,19.13333333,43.46666667,17.35666667,50.86333333
2016-01-12 23:20:00,40,0,19.5,43.09,18.79,42.75625,19.79,44.59,19.1,43.5,17.29,51.03
2016-01-12 23:30:00,40,0,19.5,43.09,18.79,42.86166667,19.79,44.59,19.1,43.5,17.29,51.09
2016-01-12 23:40:00,50,0,19.5,43.145,18.79,43,19.79,44.59,19.1,43.53,17.29,51.23
2016-01-12 23:50:00,50,0,19.5,43.2,18.775,43.045,19.89,44.82666667,19.03333333,43.53,17.29,51.29
2016-01-13 00:00:00,50,0,19.42666667,43.2,18.7,43.09,19.89,44.9,19,43.59,17.29,51.4
2016-01-13 00:10:00,30,0,19.39,43.2,18.7,43.2,19.89,44.845,19,43.59,17.29,51.4
2016-01-13 00:20:00,20,0,19.39,43.26,18.7,43.26,19.89,44.86333333,18.96333333,43.62666667,17.29,51.5
2016-01-13 00:30:00,30,0,19.39,43.29,18.69090909,43.31,19.89,44.79,18.89,43.7,17.29,51.59
2016-01-13 00:40:00,20,0,19.39,43.36333333,18.67777778,43.39777778,19.89,44.79,18.89,43.7,17.29,51.59
2016-01-13 00:50:00,40,0,19.39,43.4,18.64285714,43.42857143,19.82333333,44.73,18.89,43.76,17.29,51.7
2016-01-13 01:00:00,50,0,19.32333333,43.46666667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7
2016-01-13 01:10:00,60,0,19.29,43.5,18.6,43.5,19.79,44.76,18.89,43.82666667,17.29,51.73
2016-01-13 01:20:00,50,0,19.29,43.56,18.6,43.56,19.79,44.79,18.89,43.9,17.29,51.79
2016-01-13 01:30:00,40,0,19.29,43.59,18.58888889,43.59,19.85666667,44.86333333,18.79,43.9,17.29,51.9
2016-01-13 01:40:00,40,0,19.29,43.59,18.5,43.59,19.89,44.9,18.79,43.9,17.29,51.9
2016-01-13 01:50:00,50,0,19.29,43.7,18.5,43.63583333,19.89,44.9,18.79,43.93333333,17.29,51.93333333
2016-01-13 02:00:00,40,0,19.29,43.76,18.5,43.68625,19.89,44.9,18.79,44,17.29,52
2016-01-13 02:10:00,40,0,19.2,43.7,18.5,43.7,19.89,44.96666667,18.79,44,17.29,52.03
2016-01-13 02:20:00,50,0,19.2,43.76,18.5,43.775,19.89,45,18.79,44.06,17.23,52.03
2016-01-13 02:30:00,50,0,19.2,43.79,18.5,43.845,19.89,45,18.76,44.09,17.26,52.09
2016-01-13 02:40:00,50,0,19.2,43.86333333,18.5,43.9,19.89,45,18.7,44.09,17.26,52.16333333
2016-01-13 02:50:00,40,0,19.2,43.9,18.48307692,43.86192308,19.96333333,45,18.7,44.12666667,17.2,52.09
2016-01-13 03:00:00,30,0,19.1,43.93333333,18.49388889,43.79,19.89,45.03,18.7,44.12666667,17.2,52.16333333
2016-01-13 03:10:00,20,0,19.1,44,18.42055556,43.80833333,19.89,45.0675,18.7,44.12666667,17.2,52.23
2016-01-13 03:20:00,20,0,19.1,44,18.39611111,43.79611111,19.89,45,18.7,44.2,17.2,52.29
2016-01-13 03:30:00,20,0,19.1,44,18.39,43.79,19.89,45,18.7,44.2,17.2,52.29
2016-01-13 03:40:00,50,0,19.1,44.09,18.39,43.79,19.82333333,44.93333333,18.7,44.2,17.2,52.4
2016-01-13 03:50:00,50,0,19.1,44.09,18.37181818,43.84,19.79,44.93333333,18.63333333,44.12666667,17.2,52.4
2016-01-13 04:00:00,50,0,19.03333333,44.03,18.30764706,43.9,19.79,45,18.63333333,44.2,17.2,52.43333333
2016-01-13 04:10:00,40,0,19.03333333,44.09,18.34294118,43.9,19.82333333,45.03,18.6,44.145,17.2,52.5
2016-01-13 04:20:00,40,0,19,44.09,18.34,43.91666667,19.82333333,45.03,18.6,44.12666667,17.2,52.5
2016-01-13 04:30:00,50,0,19,44.09,18.29,43.90555556,19.89,45.06,18.6,44.2,17.2,52.5
2016-01-13 04:40:00,40,0,19,44.09,18.29,43.9,19.89,45.06,18.53333333,44.2,17.2,52.59
2016-01-13 04:50:00,50,0,19,44.16333333,18.29,43.93888889,19.89,45.06,18.6,44.2,17.2,52.59
2016-01-13 05:00:00,50,0,18.96333333,44.2,18.273125,43.98125,19.89,45.06,18.56666667,44.2,17.2,52.59
2016-01-13 05:10:00,50,0,18.89,44.2,18.29,44,19.89,45.09,18.5,44.2,17.2,52.66333333
2016-01-13 05:20:00,40,0,18.89,44.2,18.245,44,19.89,45.09,18.5,44.2,17.1,52.7
2016-01-13 05:30:00,40,0,18.89,44.2,18.2,44,19.96333333,45.09,18.5,44.2,17.16666667,52.7
2016-01-13 05:40:00,50,0,18.89,44.23,18.2,44,19.89,45.09,18.5,44.2,17.2,52.79
2016-01-13 05:50:00,20,0,18.89,44.29,18.2,44,19.92666667,45.09,18.5,44.2,17.2,52.79
2016-01-13 06:00:00,20,0,18.89,44.29,18.2,44,19.92666667,45.03,18.46333333,44.16333333,17.16666667,52.79
2016-01-13 06:10:00,50,0,18.865,44.365,18.2,44,19.89,45.06,18.46333333,44.16333333,17.13333333,52.79
2016-01-13 06:20:00,30,10,18.79,44.72333333,18.2,44.06666667,19.815,44.82,18.39,44.12666667,17.1,52.79
2016-01-13 06:30:00,50,10,18.89,45.03,18.2,44.29375,19.73,44.62666667,18.39,44.12666667,17.16666667,53.32333333
2016-01-13 06:40:00,50,10,18.89,45.09,18.17272727,44.41636364,19.7,44.59,18.39,44.09,18.85,84.9
2016-01-13 06:50:00,200,0,18.89,45,18.18181818,44.54090909,19.7,44.53,18.39,44.16333333,18.76,84.79
2016-01-13 07:00:00,110,10,18.89,45,18.15,44.59,19.6,44.22333333,18.39,44.16333333,18.96666667,83.52333333
